class,cap-shape,cap-surface,cap-color,bruises,odor,population,habitat
p,f,s,g,t,f,v,u
p,k,y,w,t,n,c,l
e,k,f,n,f,n,v,l
p,k,f,y,f,n,v,d
p,f,s,w,t,f,s,g
p,f,y,y,f,n,v,d
p,f,y,y,f,f,v,d
e,k,s,b,t,n,c,w
p,f,y,y,f,f,v,p
p,x,y,n,f,y,v,p
p,x,y,y,f,f,y,d
p,x,y,y,f,f,v,p
p,b,y,w,t,n,v,g
p,f,y,y,f,f,y,g
p,x,s,w,t,f,v,g
p,x,s,b,t,f,v,g
e,k,y,b,t,n,c,w
p,f,y,y,f,f,v,p
p,x,s,b,t,f,s,g
p,b,y,b,t,n,v,m
p,x,s,w,t,f,v,g
e,k,s,n,t,n,c,w
p,f,s,g,t,f,s,u
p,x,f,y,f,n,v,d
p,f,s,g,t,f,v,g
p,f,y,y,f,f,y,d
p,k,y,n,f,n,v,d
p,f,s,b,t,f,s,u
e,f,s,e,t,n,c,w
p,x,y,n,f,f,v,d
p,x,y,n,f,y,v,d
p,x,y,n,f,y,v,l
p,x,s,w,t,f,v,u
e,k,s,n,t,n,c,w
p,f,y,g,f,f,y,g
e,x,s,b,t,n,c,w
p,f,s,w,t,f,s,u
e,k,f,n,f,n,v,l
p,x,y,n,f,s,v,l
p,f,s,w,t,f,v,g
p,x,s,g,t,f,v,u
p,k,y,y,f,n,v,d
p,f,s,w,t,n,v,m
p,f,f,y,f,f,y,p
e,k,y,p,t,n,c,w
p,f,y,w,t,n,c,l
p,f,s,b,t,f,v,u
e,f,y,w,f,n,y,d
e,x,y,r,f,n,v,d
e,x,s,b,t,n,c,w
p,f,s,g,t,f,v,g
p,x,y,e,f,y,v,d
p,f,y,y,f,f,y,p
p,f,s,g,t,f,s,g
p,f,s,b,t,f,s,g
e,f,s,e,t,n,c,w
p,x,y,e,f,y,v,d
p,f,f,g,f,f,y,g
p,f,y,y,f,f,y,d
e,x,s,n,t,n,c,w
p,f,s,g,t,f,s,g
p,x,y,n,f,s,v,l
p,f,s,w,t,f,s,g
e,x,f,c,f,n,v,l
p,f,s,g,t,f,v,g
p,f,f,g,f,f,v,p
e,x,y,r,f,n,y,d
p,x,f,y,f,f,v,p
p,x,y,n,f,f,v,l
p,x,y,n,f,s,v,l
e,f,y,e,t,n,c,w
p,x,s,g,t,f,v,u
e,k,y,n,t,n,c,w
e,f,y,e,t,n,c,w
p,x,y,n,f,f,v,p
p,b,y,n,f,n,v,d
p,x,y,n,f,s,v,p
e,f,y,b,t,n,c,w
p,x,s,w,t,f,v,g
p,f,y,y,f,f,v,g
e,f,y,n,t,n,c,w
p,b,y,w,t,n,v,m
e,x,y,n,f,n,v,l
p,f,y,y,f,f,v,p
p,x,s,b,t,f,s,g
p,x,y,n,f,s,v,l
p,x,s,g,t,f,s,u
p,f,s,g,t,f,s,u
p,x,y,n,f,f,v,p
e,f,y,w,f,n,v,d
p,x,y,n,f,s,v,l
p,f,f,g,f,f,v,g
p,x,y,e,f,y,v,l
p,x,s,w,t,f,v,g
p,f,y,g,f,f,v,d
p,x,s,w,t,f,s,u
p,k,y,y,f,n,v,d
p,f,s,w,t,f,v,u
p,f,s,g,t,f,v,u
e,x,y,c,f,n,v,l
p,x,s,w,t,f,v,u
p,x,y,n,f,s,v,p
p,f,y,p,t,n,v,g
p,f,y,y,f,f,y,p
e,x,s,p,t,n,c,w
p,f,y,b,t,n,v,g
p,x,f,y,f,n,v,d
p,f,y,y,f,f,y,p
e,f,f,n,f,n,v,l
e,x,f,n,f,n,v,l
p,x,y,n,f,y,v,l
p,f,s,g,t,f,v,u
p,x,s,b,t,f,s,u
p,f,s,g,t,f,v,g
p,x,s,b,t,f,s,g
e,x,y,r,f,n,v,d
p,f,y,y,f,f,y,d
p,f,s,g,t,f,s,u
p,x,y,n,f,f,v,p
p,f,y,y,f,f,y,g
p,f,s,w,t,f,v,u
p,x,s,w,t,f,s,u
p,f,y,g,f,f,y,p
p,f,y,y,f,f,y,p
p,x,y,n,f,f,v,d
p,x,y,y,f,n,v,d
e,f,s,n,t,n,c,w
p,f,y,y,f,f,y,d
p,f,s,g,t,f,s,u
p,x,y,n,f,y,v,l
p,f,y,y,f,f,v,d
p,f,y,y,f,f,y,d
p,f,s,w,t,f,s,u
p,f,s,p,t,n,v,m
p,f,y,y,f,f,y,g
e,k,s,p,t,n,c,w
p,x,s,b,t,f,s,g
p,x,s,w,t,f,s,g
p,x,s,w,t,f,s,g
p,x,y,n,f,f,v,d
p,b,y,p,t,n,v,m
p,x,s,b,t,f,s,u
e,x,y,p,t,n,c,w
p,x,y,n,f,s,v,p
p,x,y,y,f,f,v,p
p,x,s,w,t,f,v,u
e,f,y,b,t,n,c,w
p,f,s,b,t,f,v,u
e,x,f,c,f,n,v,l
e,f,s,p,t,n,c,w
e,x,y,n,f,n,v,l
e,f,s,p,t,n,c,w
p,f,s,g,t,f,v,u
e,k,s,e,t,n,c,w
e,k,y,e,t,n,c,w
p,f,s,w,t,f,v,g
e,k,s,b,t,n,c,w
p,x,s,b,t,f,v,g
p,b,y,y,f,n,v,d
p,x,s,w,t,f,s,u
p,x,f,y,f,f,v,g
p,f,y,y,f,f,y,p
p,b,f,n,f,n,v,d
p,f,y,y,f,f,y,p
p,f,y,y,f,f,v,p
e,f,y,c,f,n,v,l
p,x,y,e,f,y,v,d
p,f,s,w,t,f,s,g
p,x,y,n,f,f,v,p
p,b,y,p,t,n,v,g
p,f,y,y,f,f,y,d
p,x,s,b,t,f,s,g
p,f,y,y,f,f,v,p
p,f,s,b,t,f,s,g
p,f,s,b,t,f,s,u
p,x,y,n,f,y,v,p
p,f,y,y,f,f,v,p
e,x,s,n,t,n,c,w
p,f,y,y,f,f,v,g
e,f,s,b,t,n,c,w
e,f,s,e,t,n,c,w
e,x,s,n,t,n,c,w
p,f,s,w,t,f,v,u
p,f,y,y,f,f,v,d
e,f,s,p,t,n,c,w
e,x,s,e,t,n,c,w
p,f,y,y,f,f,v,d
p,b,y,b,t,n,v,m
p,f,s,b,t,f,s,u
p,f,s,g,t,f,s,g
p,x,s,b,t,f,s,g
p,x,f,y,f,f,y,p
p,f,s,w,t,f,s,g
p,x,s,g,t,f,s,u
e,f,y,r,f,n,y,d
p,f,y,y,f,f,v,g
p,x,y,n,f,f,v,d
p,x,s,b,t,f,s,g
e,x,f,c,f,n,v,l
p,x,s,g,t,f,v,u
e,x,y,u,f,n,y,d
p,x,f,y,f,f,v,p
p,f,f,g,f,f,v,g
p,f,y,w,t,n,v,m
p,x,y,n,f,y,v,d
p,x,y,n,f,s,v,l
p,x,y,g,f,f,v,p
e,x,y,p,t,n,c,w
p,f,s,g,t,f,s,g
p,x,s,b,t,f,v,g
p,x,y,n,f,y,v,p
p,x,s,g,t,f,s,u
p,x,y,n,f,y,v,p
p,f,s,w,t,f,s,g
p,x,s,g,t,f,v,u
p,x,s,g,t,f,s,g
p,f,y,y,f,f,v,p
p,f,y,y,f,f,v,p
p,f,y,g,f,f,y,g
p,x,y,y,f,f,y,g
p,x,s,g,t,f,s,u
p,f,s,b,t,f,s,u
p,f,s,w,t,f,s,u
p,f,f,g,f,f,y,g
p,f,s,b,t,f,s,g
p,x,y,n,f,s,v,d
p,x,s,w,t,f,s,g
e,k,s,e,t,n,c,w
p,f,y,b,t,n,v,m
p,x,y,n,f,y,v,p
e,k,y,n,t,n,c,w
p,f,s,w,t,f,v,u
p,f,s,w,t,f,v,u
p,x,y,n,f,y,v,d
p,x,s,w,t,f,s,g
p,x,y,n,f,y,v,l
p,b,s,p,t,n,v,g
p,x,y,e,f,y,v,d
p,f,y,g,f,f,v,p
p,x,y,y,f,f,v,d
p,x,y,g,f,f,v,g
p,f,y,w,t,n,v,m
p,f,s,g,t,f,s,g
e,k,y,p,t,n,c,w
p,x,s,w,t,f,v,g
e,k,s,p,t,n,c,w
p,f,s,w,t,f,s,u
p,x,y,n,f,y,v,p
p,x,f,y,f,f,v,d
p,f,y,g,f,f,v,p
p,x,y,g,f,f,y,p
e,x,y,e,t,n,c,w
p,f,y,y,f,f,v,p
p,x,y,n,f,s,v,d
p,x,s,b,t,f,v,g
p,f,y,y,f,f,y,d
e,k,y,e,t,n,c,w
p,f,y,p,t,n,v,m
p,f,y,w,t,n,v,m
p,f,y,y,f,f,y,p
p,f,y,y,f,f,v,g
e,f,y,r,f,n,v,d
p,x,s,w,t,f,s,g
p,x,s,w,t,f,s,g
p,x,s,b,t,f,s,u
p,x,y,n,f,y,v,p
e,k,y,e,t,n,c,w
e,k,s,p,t,n,c,w
e,x,y,b,t,n,c,w
p,x,s,g,t,f,v,g
p,f,y,y,f,f,y,g
p,x,y,n,f,y,v,l
p,c,y,w,t,n,c,l
p,f,s,w,t,f,v,g
p,f,s,g,t,f,s,g
p,x,y,e,f,y,v,l
p,x,s,g,t,f,s,g
p,x,y,n,f,s,v,d
e,x,y,p,t,n,c,w
e,f,y,w,f,n,y,d
p,f,y,y,f,f,y,g
p,x,y,n,f,y,v,d
p,x,f,y,f,f,y,d
p,x,y,n,f,s,v,l
p,x,s,g,t,f,v,u
p,x,y,n,f,s,v,d
e,k,f,n,f,n,v,l
p,x,s,w,t,f,v,u
p,f,y,y,f,f,y,p
e,x,y,p,t,n,c,w
p,b,y,b,t,n,v,m
p,f,y,g,f,f,v,p
e,f,y,r,f,n,v,d
p,x,y,n,f,f,v,l
p,x,y,n,f,y,v,p
p,f,s,b,t,f,v,g
p,f,y,y,f,f,v,d
p,x,y,n,f,f,v,d
e,f,y,n,t,n,c,w
p,x,y,n,f,f,v,l
e,f,y,e,t,n,c,w
e,x,y,b,t,n,c,w
e,x,s,n,t,n,c,w
p,f,s,w,t,f,v,g
e,x,y,b,t,n,c,w
p,x,f,y,f,f,y,g
p,f,y,y,f,f,y,d
p,f,y,y,f,f,y,g
e,k,y,e,t,n,c,w
p,f,s,w,t,f,v,u
e,k,y,c,f,n,v,l
e,k,y,n,f,n,v,l
p,b,s,p,t,n,v,m
p,x,y,n,f,y,v,p
p,x,s,b,t,f,s,u
e,f,y,r,f,n,v,d
p,x,s,b,t,f,s,g
e,f,y,u,f,n,y,d
p,x,y,n,f,y,v,p
p,x,s,w,t,f,v,u
e,x,s,e,t,n,c,w
e,f,y,p,t,n,c,w
p,x,y,n,f,s,v,p
p,x,y,n,f,f,v,p
p,x,s,w,t,f,v,g
p,f,y,y,f,f,v,p
e,x,y,n,t,n,c,w
e,x,y,e,t,n,c,w
p,x,s,w,t,f,v,u
p,x,y,y,f,f,v,g
p,f,s,b,t,n,v,m
p,f,f,y,f,f,v,p
p,x,s,g,t,f,v,g
e,f,s,p,t,n,c,w
e,x,y,n,t,n,c,w
p,b,y,w,t,n,v,m
p,f,y,y,f,f,v,d
p,x,y,e,f,y,v,d
p,x,s,b,t,f,s,g
p,x,s,b,t,f,v,g
p,x,y,n,f,s,v,p
p,b,y,p,t,n,v,g
e,x,y,c,f,n,v,l
p,x,y,n,f,f,v,d
p,x,s,w,t,f,s,u
p,x,y,n,f,f,v,d
e,f,y,n,f,n,v,l
p,x,y,n,f,y,v,p
p,f,s,g,t,f,s,u
p,x,y,e,f,y,v,d
e,x,y,r,f,n,y,d
p,b,y,p,t,n,v,m
e,x,s,p,t,n,c,w
p,x,y,n,f,y,v,l
p,x,y,n,f,f,v,p
p,f,s,g,t,f,v,g
p,f,y,y,f,f,v,p
p,f,y,p,t,n,v,m
p,x,y,n,f,s,v,p
p,x,y,n,f,s,v,d
e,f,s,b,t,n,c,w
p,f,s,b,t,f,v,u
e,x,y,c,f,n,v,l
e,x,y,w,f,n,y,d
p,x,y,n,f,y,v,l
e,f,y,n,f,n,v,l
p,x,y,n,f,f,v,d
p,x,y,n,f,s,v,d
e,k,y,p,t,n,c,w
p,f,s,w,t,n,v,m
p,x,y,n,f,f,v,l
p,f,y,y,f,f,v,g
e,k,y,n,f,n,v,l
p,f,s,g,t,f,v,g
p,f,s,w,t,n,v,g
p,f,f,g,f,f,y,g
e,f,s,n,t,n,c,w
p,x,f,y,f,f,y,d
p,x,y,n,f,s,v,l
p,x,y,e,f,y,v,p
p,f,y,y,f,f,v,g
p,b,s,w,t,n,v,g
p,x,s,b,t,f,v,u
e,f,y,b,t,n,c,w
e,x,f,c,f,n,v,l
p,f,s,w,t,f,v,u
e,k,s,p,t,n,c,w
e,k,y,n,t,n,c,w
e,x,y,b,t,n,c,w
p,x,f,y,f,f,y,g
p,f,s,g,t,f,v,g
p,f,y,y,f,f,v,p
e,x,y,e,t,n,c,w
p,f,s,b,t,f,v,g
e,x,y,n,f,n,v,l
p,f,y,y,f,f,v,d
p,f,f,g,f,f,v,d
p,b,y,b,t,n,v,g
p,x,y,e,f,y,v,p
p,f,y,y,f,f,y,p
p,f,f,y,f,f,v,p
p,f,y,w,t,n,v,g
e,k,s,e,t,n,c,w
p,f,y,y,f,f,v,p
e,k,s,n,t,n,c,w
p,f,y,y,f,n,v,d
p,f,y,g,f,f,y,p
p,f,y,y,f,f,v,g
p,x,y,e,f,y,v,p
e,f,s,b,t,n,c,w
p,f,s,w,t,f,v,u
p,x,s,w,t,f,s,g
p,f,y,g,f,f,y,d
e,f,y,p,t,n,c,w
p,f,y,y,f,f,y,g
p,f,y,y,f,f,y,p
e,k,s,e,t,n,c,w
e,x,y,n,t,n,c,w
p,x,y,y,f,f,v,g
p,f,s,b,t,f,v,g
p,x,y,g,f,f,v,d
p,f,s,g,t,f,s,u
p,x,s,w,t,f,v,g
p,x,f,n,f,n,v,d
p,f,s,b,t,f,s,g
e,f,y,e,t,n,c,w
p,f,y,y,f,f,y,g
p,x,s,b,t,f,s,u
e,k,f,n,f,n,v,l
p,f,y,y,f,f,y,g
e,k,y,c,f,n,v,l
p,x,f,g,f,f,y,p
p,x,y,n,f,y,v,p
e,f,y,p,t,n,c,w
p,x,s,b,t,f,v,g
p,x,y,g,f,f,y,d
p,f,y,y,f,f,y,g
p,x,y,e,f,y,v,d
e,f,y,r,f,n,y,d
p,f,y,y,f,f,y,p
p,x,s,g,t,f,v,g
p,x,s,w,t,f,v,g
p,f,s,b,t,f,s,g
e,x,y,n,t,n,c,w
p,f,f,y,f,n,v,d
e,f,y,u,f,n,v,d
p,x,y,n,f,y,v,l
e,x,s,n,t,n,c,w
p,x,s,w,t,f,v,u
p,f,y,y,f,f,v,d
e,f,s,b,t,n,c,w
e,k,f,c,f,n,v,l
p,x,s,g,t,f,v,u
p,f,y,g,f,f,v,p
p,x,y,e,f,y,v,l
e,f,y,p,t,n,c,w
e,k,y,p,t,n,c,w
p,x,y,y,f,f,v,g
p,x,y,n,f,y,v,d
e,f,s,n,t,n,c,w
p,f,y,y,f,f,y,g
p,x,y,n,f,s,v,d
e,f,s,n,t,n,c,w
p,f,y,y,f,f,v,d
p,f,y,y,f,f,v,p
p,f,y,y,f,f,y,p
e,f,f,c,f,n,v,l
p,b,y,b,t,n,v,g
e,k,y,e,t,n,c,w
p,x,s,b,t,f,v,u
p,x,s,g,t,f,v,g
p,f,y,y,f,f,v,g
p,x,s,g,t,f,s,u
p,x,y,e,f,y,v,p
p,f,s,w,t,f,v,u
e,f,s,p,t,n,c,w
p,f,s,b,t,f,v,g
p,x,y,e,f,y,v,p
e,f,y,w,f,n,v,d
e,x,y,p,t,n,c,w
p,x,s,b,t,f,v,u
p,k,g,w,t,n,c,l
p,f,s,g,t,f,s,g
p,x,y,n,f,s,v,p
e,k,s,e,t,n,c,w
p,x,y,n,f,y,v,d
p,x,y,n,f,s,v,p
p,f,s,w,t,f,s,g
e,f,s,e,t,n,c,w
p,f,s,b,t,f,s,g
p,b,s,w,t,n,v,m
e,f,f,n,f,n,v,l
p,f,s,g,t,f,v,u
p,x,s,w,t,f,v,g
p,f,y,y,f,f,v,g
e,x,s,b,t,n,c,w
e,f,y,n,t,n,c,w
e,x,y,r,f,n,v,d
e,k,s,b,t,n,c,w
p,x,s,w,t,f,v,u
p,x,y,n,f,y,v,d
e,x,y,b,t,n,c,w
p,f,y,w,t,n,v,g
p,f,s,b,t,f,s,u
p,x,s,g,t,f,v,g
e,k,s,n,t,n,c,w
p,f,s,g,t,f,s,g
e,k,y,p,t,n,c,w
p,f,y,b,t,n,v,m
p,x,y,n,f,s,v,d
p,f,y,y,f,f,v,p
p,x,s,b,t,f,s,u
e,k,f,c,f,n,v,l
p,f,s,g,t,f,v,u
p,f,s,w,t,f,v,g
p,b,s,b,t,n,v,m
p,b,s,p,t,n,v,g
p,f,s,w,t,f,s,g
e,x,y,n,t,n,c,w
p,x,y,n,f,s,v,l
p,x,y,g,f,f,v,g
e,x,s,b,t,n,c,w
p,x,y,n,f,f,v,l
p,x,s,b,t,f,s,u
p,f,s,p,t,n,v,g
p,x,y,n,f,y,v,l
p,x,s,w,t,f,v,u
p,f,s,w,t,f,v,u
e,f,y,r,f,n,y,d
p,f,s,w,t,f,s,g
p,f,s,w,t,f,s,u
e,x,y,w,f,n,v,d
p,x,y,n,f,s,v,d
e,k,y,b,t,n,c,w
p,x,y,n,f,f,v,d
p,x,y,n,f,y,v,l
p,x,s,b,t,f,s,u
e,f,y,r,f,n,y,d
p,b,s,p,t,n,v,g
p,x,s,b,t,f,v,u
e,f,y,c,f,n,v,l
e,x,y,u,f,n,v,d
p,x,s,b,t,f,v,u
e,x,y,w,f,n,v,d
p,x,y,n,f,y,v,l
e,x,s,p,t,n,c,w
p,f,s,p,t,n,v,m
p,f,y,n,f,n,v,d
p,f,y,y,f,f,y,p
p,f,s,w,t,f,v,g
p,x,y,g,f,f,v,g
e,f,y,e,t,n,c,w
p,f,s,b,t,n,v,g
p,b,s,p,t,n,v,m
p,x,y,n,f,s,v,l
p,x,s,b,t,f,v,u
p,x,y,y,f,f,y,p
p,b,y,w,t,n,v,g
e,f,y,n,f,n,v,l
p,f,f,y,f,f,y,g
p,f,y,y,f,f,v,p
p,f,y,y,f,f,v,g
p,x,s,g,t,f,s,u
p,x,y,e,f,y,v,l
p,x,y,y,f,n,v,d
p,x,y,n,f,f,v,p
p,f,s,w,t,f,s,g
p,f,f,g,f,f,y,g
e,f,f,n,f,n,v,l
p,x,s,g,t,f,s,g
p,f,s,b,t,f,v,u
e,f,s,e,t,n,c,w
p,x,s,b,t,f,s,u
p,f,y,y,f,f,v,d
p,x,y,n,f,f,v,d
p,f,s,w,t,f,v,g
p,f,s,g,t,f,s,g
p,f,y,y,f,f,v,g
e,f,f,c,f,n,v,l
p,x,y,n,f,s,v,l
e,k,y,e,t,n,c,w
p,x,y,n,f,y,v,l
p,f,s,w,t,f,s,g
p,x,y,e,f,y,v,l
e,x,s,n,t,n,c,w
p,f,y,g,f,f,v,p
p,x,s,w,t,f,v,u
e,f,s,e,t,n,c,w
p,f,y,y,f,f,v,d
p,f,y,y,f,f,v,d
e,f,y,e,t,n,c,w
p,f,s,g,t,f,v,g
e,k,s,n,t,n,c,w
p,f,y,y,f,f,y,d
p,x,s,w,t,f,s,g
p,x,y,n,f,s,v,p
p,f,y,y,f,f,y,g
p,f,y,w,t,n,v,g
p,x,y,n,f,s,v,d
e,f,y,w,f,n,v,d
e,x,y,w,f,n,y,d
p,x,y,n,f,f,v,p
p,f,s,g,t,f,s,u
e,x,y,u,f,n,v,d
p,f,s,w,t,n,v,g
p,x,y,y,f,f,v,d
p,f,s,g,t,f,v,g
p,f,y,y,f,f,y,p
p,x,f,y,f,f,v,g
p,f,y,y,f,f,y,d
p,x,s,g,t,f,s,g
e,f,y,r,f,n,v,d
p,f,s,w,t,f,s,g
e,k,s,n,t,n,c,w
p,x,y,n,f,s,v,d
p,x,s,g,t,f,s,g
p,f,y,y,f,f,y,g
p,b,s,w,t,n,v,m
p,x,y,n,f,f,v,d
p,b,s,b,t,n,v,m
p,f,f,y,f,f,y,g
p,x,y,g,f,f,y,d
e,x,y,e,t,n,c,w
e,k,s,b,t,n,c,w
p,x,y,n,f,f,v,l
e,x,s,e,t,n,c,w
p,f,s,b,t,n,v,m
e,f,s,n,t,n,c,w
p,x,y,e,f,y,v,p
e,f,y,b,t,n,c,w
p,x,s,g,t,f,s,u
p,f,s,b,t,n,v,g
p,x,y,n,f,s,v,l
p,x,y,e,f,y,v,l
p,f,y,y,f,f,y,g
p,x,y,n,f,f,v,l
p,x,y,n,f,s,v,d
p,f,s,g,t,f,v,u
e,x,y,p,t,n,c,w
e,x,y,u,f,n,y,d
p,f,y,y,f,f,y,p
p,x,s,g,t,f,v,g
p,x,y,n,f,s,v,l
p,f,s,g,t,f,v,u
p,x,s,b,t,f,v,g
p,x,f,y,f,f,y,g
p,b,s,w,t,n,v,g
e,k,y,n,t,n,c,w
p,x,y,e,f,y,v,d
p,f,y,y,f,f,v,p
e,x,y,b,t,n,c,w
p,x,s,b,t,f,v,g
p,f,s,g,t,f,v,u
p,f,s,b,t,f,s,u
p,f,y,y,f,f,y,d
p,x,y,n,f,f,v,p
p,f,s,w,t,f,v,u
e,k,y,n,t,n,c,w
e,x,s,e,t,n,c,w
e,x,y,w,f,n,v,d
p,f,s,b,t,f,s,u
p,f,s,g,t,f,s,u
e,f,s,e,t,n,c,w
p,f,y,y,f,f,y,g
p,x,y,n,f,s,v,l
p,f,s,w,t,n,v,g
p,f,y,g,f,f,y,d
e,x,f,n,f,n,v,l
p,f,y,y,f,f,y,d
p,x,s,w,t,f,s,u
e,x,s,b,t,n,c,w
e,x,s,p,t,n,c,w
p,x,s,g,t,f,v,g
p,f,f,g,f,f,y,p
p,x,s,w,t,f,s,g
p,x,f,y,f,f,v,p
p,f,s,w,t,f,s,u
e,k,y,n,t,n,c,w
e,x,y,p,t,n,c,w
p,f,y,y,f,f,y,g
e,f,y,b,t,n,c,w
e,x,s,e,t,n,c,w
p,x,s,g,t,f,v,u
p,f,s,b,t,f,v,u
p,f,y,y,f,f,v,p
p,x,s,b,t,f,v,u
p,f,s,w,t,f,v,g
p,f,y,y,f,f,v,g
p,f,y,y,f,f,y,d
p,f,y,g,f,f,y,p
p,f,f,g,f,f,v,p
p,b,s,p,t,n,v,m
p,x,y,n,f,f,v,l
p,b,s,w,t,n,v,g
e,x,y,n,t,n,c,w
p,x,y,n,f,y,v,p
p,x,y,n,f,y,v,p
p,x,y,n,f,f,v,p
p,f,s,b,t,f,s,g
p,b,y,y,f,n,v,d
p,x,s,g,t,f,v,u
e,f,y,p,t,n,c,w
e,k,s,p,t,n,c,w
e,f,y,n,t,n,c,w
p,b,y,p,t,n,v,m
p,x,s,g,t,f,v,g
p,x,s,g,t,f,s,g
p,x,f,y,f,f,v,g
p,x,y,n,f,s,v,p
p,f,y,b,t,n,v,g
p,x,s,b,t,f,v,u
p,b,s,b,t,n,v,g
e,f,y,w,f,n,y,d
e,x,y,n,f,n,v,l
p,x,f,y,f,f,v,p
p,f,s,b,t,f,v,g
p,f,y,y,f,f,v,g
e,k,s,e,t,n,c,w
p,f,f,y,f,f,y,p
p,b,f,n,f,n,v,d
p,x,y,n,f,s,v,p
p,f,y,y,f,f,y,d
p,x,y,y,f,f,y,g
p,x,s,g,t,f,s,g
p,x,y,n,f,f,v,d
e,x,y,n,t,n,c,w
e,f,y,n,f,n,v,l
p,f,y,b,t,n,v,g
p,k,f,n,f,n,v,d
p,f,y,g,f,f,v,g
p,x,y,n,f,s,v,p
p,f,f,g,f,f,y,d
p,f,f,g,f,f,v,d
p,x,s,g,t,f,s,g
e,x,y,r,f,n,y,d
p,x,y,n,f,y,v,p
p,f,s,p,t,n,v,m
p,x,y,e,f,y,v,l
p,f,s,b,t,f,v,g
p,x,s,b,t,f,v,u
e,k,s,e,t,n,c,w
p,f,s,b,t,f,s,g
e,x,f,n,f,n,v,l
p,f,y,y,f,f,v,d
e,f,y,w,f,n,y,d
p,f,s,w,t,f,s,u
p,f,s,p,t,n,v,g
p,f,y,y,f,f,y,d
p,f,s,g,t,f,s,g
p,x,y,n,f,f,v,l
p,f,y,y,f,f,v,g
p,f,s,g,t,f,s,g
p,f,s,w,t,f,s,u
p,x,y,n,f,s,v,d
p,f,f,y,f,f,y,d
p,x,y,n,f,f,v,d
p,b,y,b,t,n,v,g
p,f,y,y,f,f,v,g
p,x,y,e,f,y,v,l
p,x,y,n,f,f,v,d
e,k,y,b,t,n,c,w
e,x,y,w,f,n,y,d
p,f,s,b,t,f,v,u
p,f,y,y,f,f,y,g
p,x,y,e,f,f,v,p
p,f,s,e,f,s,v,d
p,x,y,e,f,f,v,d
p,x,s,n,f,f,v,p
p,f,y,n,f,f,v,p
p,f,y,e,f,s,v,d
p,k,y,n,f,y,v,l
p,f,y,e,f,y,v,p
p,x,s,e,f,s,v,l
p,f,y,n,f,f,v,p
p,f,y,e,f,f,v,d
p,x,s,e,f,s,v,l
p,x,s,n,f,s,v,l
p,f,s,e,f,f,v,d
p,f,s,e,f,y,v,l
p,f,y,e,f,f,v,p
p,f,y,n,f,y,v,p
p,f,y,n,f,f,v,p
p,x,y,e,f,s,v,d
p,k,s,n,f,y,v,p
p,x,s,n,f,f,v,l
p,f,s,e,f,y,v,d
p,f,y,e,f,s,v,l
p,k,s,e,f,y,v,p
p,f,y,e,f,y,v,d
p,x,s,n,f,s,v,p
p,f,s,e,f,y,v,d
p,f,s,n,f,y,v,l
p,f,y,e,f,s,v,d
p,f,s,e,f,y,v,l
p,f,s,n,f,s,v,p
p,f,y,e,f,s,v,p
p,x,s,e,f,s,v,l
p,f,s,e,f,f,v,p
p,x,s,n,f,s,v,d
p,f,y,n,f,s,v,p
p,x,y,e,f,f,v,l
p,f,y,n,f,y,v,l
e,b,s,n,f,n,c,l
p,f,s,n,f,y,v,d
e,x,s,n,f,n,v,l
p,f,y,e,f,y,v,d
p,f,y,n,f,s,v,l
p,f,y,e,f,y,v,p
p,f,s,n,f,y,v,l
p,x,y,e,f,y,v,l
p,x,s,n,f,f,v,d
p,f,s,n,f,s,v,d
p,f,y,e,f,y,v,d
p,f,s,n,f,f,v,d
p,f,s,n,f,s,v,p
p,f,s,n,f,f,v,l
p,f,y,e,f,s,v,d
p,f,s,e,f,y,v,l
p,x,y,e,f,f,v,l
p,x,s,e,f,y,v,d
p,f,s,e,f,f,v,d
p,f,y,n,f,y,v,p
p,x,y,e,f,f,v,d
p,k,s,e,f,s,v,l
p,k,s,n,f,f,v,l
p,f,y,n,f,f,v,d
p,x,s,e,f,s,v,l
p,x,y,e,f,f,v,l
p,f,y,e,f,s,v,p
p,f,y,n,f,s,v,l
p,f,s,e,f,f,v,p
p,x,s,n,f,s,v,p
e,x,f,w,f,n,n,g
p,f,y,n,f,y,v,p
p,x,s,n,f,f,v,d
p,x,s,e,f,f,v,d
p,f,s,n,f,s,v,l
p,f,s,n,f,s,v,l
p,x,y,e,f,s,v,l
p,x,s,e,f,f,v,d
p,f,s,n,f,y,v,l
p,k,s,n,f,f,v,p
p,f,y,n,f,s,v,p
p,x,s,n,f,s,v,l
p,f,y,e,f,y,v,l
p,x,s,e,f,y,v,d
p,f,s,n,f,s,v,l
p,f,y,n,f,s,v,p
p,k,y,n,f,y,v,l
p,f,y,n,f,s,v,d
p,f,s,n,f,y,v,d
p,x,s,e,f,s,v,l
p,f,s,n,f,y,v,l
p,f,s,n,f,s,v,d
p,f,s,e,f,f,v,l
p,f,y,n,f,y,v,l
p,f,s,n,f,f,v,d
p,f,y,n,f,f,v,l
p,f,s,e,f,y,v,l
p,f,s,e,f,f,v,l
p,x,y,e,f,f,v,p
p,f,s,n,f,y,v,p
p,x,y,e,f,y,v,d
p,f,y,e,f,f,v,l
p,x,s,n,f,f,v,p
p,f,y,n,f,s,v,p
p,f,y,e,f,f,v,d
p,x,y,e,f,s,v,l
p,f,y,n,f,y,v,d
p,f,y,n,f,y,v,l
p,x,y,e,f,s,v,l
p,f,y,n,f,y,v,l
p,f,s,n,f,s,v,l
